,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],Country Name,Series Code,Series Name
13541,933.088,1318.517,1393.612,1414.039,1345.473,987.542,1680.205,1510.164,1052.295,1401.534,875.6270000000001,1646.208,1609.336,1453.071,1521.865,1435.978,1629.402,1676.382,1716.119,1603.3709999999999,1896.557,1979.488,1266.675,1871.0099999999998,2129.154,1953.723,1986.297,2110.978,1962.309,2219.337,1088.211,2089.478,1704.5490000000002,2087.332,1056.138,1231.351,Australia,AG.YLD.CREL.KG,Cereal yield (kg per hectare)
13542,,,,4045000000.0,447000000.0,2941000000.0,-1317000000.0,3204000000.0,2121000000.0,976000000.0,2925000000.0,-3545000000.0,2530000000.0,2705000000.0,801000000.0,-3214000000.0,782000000.0,4476000000.0,11860000000.0,929000000.0,-4092000000.0,1553000000.0,1810000000.0,3059000000.0,3576000000.0,5247000000.0,2606000000.0,6558000000.0,1789000000.0,1980000000.0,514000000.0,-2353000000.0,5815000000.0,7618000000.0,-3432000000.0,1880000000.0,Australia,NE.GDI.STKB.KN,Changes in inventories (constant LCU)
13543,158000000.0,-340000000.0,1260000000.0,683000000.0,180000000.0,1134000000.0,-528000000.0,1388000000.0,914000000.0,428000000.0,1550000000.0,-2364000000.0,1271000000.0,2321000000.0,884000000.0,-1657000000.0,669000000.0,3356000000.0,5187000000.0,-1447000000.0,-2086000000.0,517000000.0,1430000000.0,4175000000.0,3409000000.0,4282000000.0,1806000000.0,4070000000.0,1845000000.0,1168000000.0,456000000.0,-1135000000.0,4083000000.0,3720000000.0,-3498000000.0,1040000000.0,Australia,NE.GDI.STKB.CN,Changes in inventories (current LCU)
13544,184579439.25233644,-435618193.4657271,1857037582.9034636,932677864.2632802,226900289.92814824,1300757054.3702683,-595533498.7593051,1576735203.9077587,1018384401.1142062,496923255.54394525,1710250468.9396448,-2212447356.106692,1151059590.653867,1780317557.7203343,618354784.5551203,-1096479618.8459501,486757857.9743888,2732676492.142334,3991535205.848403,-1135703633.9376814,-1604245174.1905713,363265879.70770097,989277066.758907,3099940599.9406,2586494688.92261,3351072155.266865,1224988129.959981,2550444917.9095125,1158701249.7644916,626811205.3236021,238593553.7881959,-661036691.9044845,2904396073.410158,2796571944.068561,-2619047619.0476193,816518803.4859072,Australia,NE.GDI.STKB.CD,Changes in inventories (current US$)
13545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972287332.09256,2151687683.12054,2809284034.8036,Australia,BM.GSR.ROYL.CD,"Charges for the use of intellectual property, payments (BoP, current US$)"
13546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573756156.572708,641546473.141994,713645961.039888,Australia,BX.GSR.ROYL.CD,"Charges for the use of intellectual property, receipts (BoP, current US$)"
13547,,,,,,,,,,,,,,,,,,,7.303159839718069,7.834648417770575,,8.898880313202389,,,,,,,,,7.539441058782505,6.90120723448559,6.980129333050924,7.1318036578954,7.307800466641378,6.89092962763972,Australia,NV.MNF.CHEM.ZS.UN,Chemicals (% of value added in manufacturing)
13570,,80274.0,90647.0,49848.0,35324.0,565.0,430.0,243.0,729.0,8816.0,25543.0,39796.0,65570.0,62437.0,50983.0,42369.0,32691.0,31490.0,38023.0,47249.0,50899.0,57321.0,62306.0,99570.0,94173.0,103068.0,104842.0,111210.0,111025.0,114191.0,104337.0,106732.0,104249.0,101442.0,99551.0,71292.0,Australia,SE.PRM.UNER,"Children out of school, primary"
13571,,35577.0,40277.0,22608.0,16717.0,,,,,5097.0,12809.0,21138.0,33051.0,29740.0,23288.0,18349.0,13121.0,12454.0,16327.0,20724.0,22327.0,25516.0,27915.0,46123.0,43890.0,48732.0,48793.0,51584.0,51449.0,52594.0,48128.0,49108.0,47842.0,46429.0,45446.0,31762.0,Australia,SE.PRM.UNER.FE,"Children out of school, primary, female"
13572,,44697.0,50370.0,27240.0,18607.0,,,,,3719.0,12734.0,18658.0,32519.0,32697.0,27695.0,24020.0,19570.0,19036.0,21696.0,26525.0,28572.0,31805.0,34391.0,53447.0,50283.0,54336.0,56049.0,59626.0,59576.0,61597.0,56209.0,57624.0,56407.0,55013.0,54105.0,39530.0,Australia,SE.PRM.UNER.MA,"Children out of school, primary, male"
13574,5.188881193929332,1.334575104040304,2.2224909785123046,11.257398358265366,4.116760665670465,-1.2770097719462827,1.9509758111687856,4.478224051006193,4.4078566666050865,1.656506944801459,-4.1290105307092135,3.695173556009469,1.6581141843006644,5.501528346344225,4.649513021776015,1.283901453746812,-0.994174007728715,1.0080112304294941,-2.76359666387822,1.5300128319175945,4.787583973719144,1.0657148547688935,-0.3823896636062444,0.4243849114640516,3.2235556725782466,-5.047433784570723,0.5234795527864838,-2.873180337602334,-1.836867342735479,-3.6712128150009704,0.559755988860663,-2.0409679918723294,0.22861021436067186,-1.0555149551200598,-1.7451091036365733,1.3913576648321397,Australia,FM.AST.CGOV.ZG.M3,Claims on central government (annual growth as % of broad money)
13575,12.021277609463967,11.297116565362055,10.23498716604329,12.94592421374648,12.67995962882617,10.498637633913722,10.334159943674647,10.75781021449476,11.054591591976564,10.35815866122966,7.567302534900236,8.318679884542497,7.952088424947841,9.18015484247981,10.042802327977379,9.624044438883619,8.090100006045224,7.533345791584657,5.5538861983539105,6.2247423751772075,8.607943236878569,8.773627576105646,8.141587248375941,7.897555349930572,9.226317888026893,5.7611366134608595,5.763498714446442,3.6828483104643905,2.2584592198672286,-0.21189505670656866,0.17023047896553462,-1.1930949217233835,-0.950164136973858,-1.6511858817689198,-2.792135542566853,-1.4969142638147312,Australia,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)"
13576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41885178056641,99.05998959248824,104.93195070711417,108.94574967406861,114.92911486155997,120.83736788783968,147.77466132223566,Australia,FS.AST.DOMO.GD.ZS,Claims on other sectors of the domestic economy (% of GDP)
13577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.079161389336832,17.694714557034246,16.410793600787553,18.183108459663014,20.141658359365028,48.09639665846036,Australia,FM.AST.DOMO.ZG.M3,Claims on other sectors of the domestic economy (annual growth as % of broad money)
13578,8.528317365444904,15.38469071004005,10.830282653707837,9.85472307163273,11.451889428340966,8.55152586746392,8.057762217193986,10.642898507406922,7.225842896446393,9.300102211024477,8.378686643832756,10.51530887275901,13.669246063230998,26.748345011045195,18.134230470268168,16.056793407973988,23.194509685278216,44.967050180953926,13.837353123067409,2.1043447062318608,5.495676527383716,8.10502617190044,12.11429398023925,12.452826443237424,10.745291552328787,12.378672906779915,13.164531381553445,14.634084303174443,13.312023776464972,10.05293370885337,13.087301221725127,19.979602810045773,15.105850675493217,17.503016854913596,18.234371255056793,21.22325827826411,Australia,FM.AST.PRVT.ZG.M3,Claims on private sector (annual growth as % of broad money)
13579,0.0,0.0,0.0,0.384585974220347,0.351029232628463,0.364125068544562,0.154326745179293,0.0933805556272933,0.348207497578958,1.03589867186135,1.05420221924811,0.445995468102841,0.23674235847238,0.452311936953396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696878704578975,0.29753059582303,0.350640057891582,0.703725731545696,Australia,NY.GDP.COAL.RT.ZS,Coal rents (% of GDP)
13580,6.822598110724395,6.182203717267064,6.241914392254515,6.121997193907261,6.009511003840988,5.605784714481301,5.5349448915846775,5.214847963293512,5.1904451477912925,5.461897970437988,5.434016445546611,5.599547544391443,5.296269329102447,5.410061332507602,4.785244657826553,4.657328793434654,4.668039332394795,4.575605800566776,4.593851136814617,4.619918388755092,4.044836940401971,4.577064514116225,4.45777020334042,4.613315128837155,4.918035951374829,5.003456622838811,4.767103243552636,4.678149893497264,4.657210813651564,4.809072658620699,4.9459551929506995,4.730800965103611,4.586759686829295,4.494667952364161,4.500863999864232,4.520423608663187,Australia,EG.USE.CRNW.ZS,Combustible renewables and waste (% of total energy)
13581,3627.706,3527.315,3678.284,3696.29,3715.394,3716.277,3679.192,3545.129,3612.71,3827.558,3973.345,3925.538,3829.373,3939.842,3541.667,3609.271,3681.723,3845.301,3961.095,3934.111,3508.163,4173.102,4068.221,4270.03,4866.218,5067.982,4954.694,4967.804,5034.906,5085.628,5413.907,5242.4,5169.088,5101.588,5176.88,5363.708,Australia,EG.USE.CRNW.KT.OE,Combustible renewables and waste (metric tons of oil equivalent)
13582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6648473693498,30.6193245609183,31.2340830815454,31.379875148907,Australia,FB.CBK.BRCH.P5,"Commercial bank branches (per 100,000 adults)"
13584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30032543895.4,32847376973.1,40413800588.4,Australia,TX.VAL.SERV.CD.WT,Commercial service exports (current US$)
13585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30036863290.3,31853063128.2,39853925469.3,Australia,TM.VAL.SERV.CD.WT,Commercial service imports (current US$)
13591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.583865183970328,22.785830604258265,23.356885896636047,Australia,BX.GSR.CMCP.ZS,"Communications, computer, etc. (% of service exports, BoP)"
13592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.591625729646758,24.04526922705092,25.792016957525437,Australia,BM.GSR.CMCP.ZS,"Communications, computer, etc. (% of service imports, BoP)"
13593,,,,,,,,,,,,,,,,,,,,,,,,,0.039,,,,,0.197,,,,,0.05,,Australia,SH.MED.CMHW.P3,"Community health workers (per 1,000 people)"
13594,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.134816710971087,10.72202370111723,9.771224778513526,9.666405967994224,10.325378352536676,10.399349475966751,10.179192365288458,10.27521682166368,10.463993628587206,Australia,GC.XPN.COMP.ZS,Compensation of employees (% of expense)
13595,,,,,,,,,,,,,,,,,,,,,,,,,,,,18488000000.0,17073000000.0,18165000000.0,19281000000.0,21382000000.0,23020000000.0,24063000000.0,25567000000.0,27854000000.0,Australia,GC.XPN.COMP.CN,Compensation of employees (current LCU)
13599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.26239511823036,,Australia,SP.DTH.INFR.ZS,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths)
13600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3238801864769,Australia,SP.DTH.REPT.ZS,Completeness of total death reporting (% of reported total deaths to estimated total deaths)
13601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.01777118594613,21.216746561246893,21.75768538563011,Australia,TX.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service exports)"
13602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.65799215258879,23.329187320202095,25.57846188263835,Australia,TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)"
13606,11.4352915781987,12.5177474369924,14.4091966219115,16.5809449029317,18.823337671513,21.1386537822092,22.8136117954515,24.8873693354524,27.4076092681564,30.0638848788314,33.4146584257936,36.7940710628285,38.247504887655,40.8250230005762,44.5337851744861,48.3141450735422,51.8081140711546,55.7245096483964,59.7769409038239,61.7033603707995,62.3117033603708,63.441483198146,64.643684820394,67.6419466975666,69.4090382387022,69.5828505214369,70.1767091541136,71.2050984936269,74.3916570104287,77.6506373117034,79.9826187717266,82.1987253765933,84.1251448435689,86.3702201622248,89.4264194669757,91.5121668597914,Australia,FP.CPI.TOTL,Consumer price index (2010 = 100)
13608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3542802.0,3774845.0,4355020.0,4758428.0,5057346.0,5191013.0,5741962.0,6290090.0,Australia,IS.SHP.GOOD.TU,Container port traffic (TEU: 20 foot equivalent units)
13609,,,,,,,,,,,,,,,76.1,,,,,,,,,66.7,,,,,,,70.8,,,72.3,,,Australia,SP.DYN.CONU.ZS,Contraceptive prevalence (% of women ages 15-49)
13610,,,,,,,,,,,,,,,,1.39999997615814,1.39999997615814,1.20000004768372,1.20000004768372,1.20000004768372,1.39999997615814,1.39999997615814,1.39999997615814,1.29999995231628,1.20000004768372,1.29999995231628,1.0,1.20000004768372,1.10000002384186,0.600000023841858,0.600000023841858,0.5,0.5,0.400000005960464,0.400000005960464,0.400000005960464,Australia,SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of females employed)"
13611,,,,,,,,,,,,,,,,0.600000023841858,0.600000023841858,0.5,0.5,0.699999988079071,0.699999988079071,0.800000011920929,0.699999988079071,0.699999988079071,0.699999988079071,0.600000023841858,0.5,0.5,0.600000023841858,0.400000005960464,0.300000011920929,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232,0.200000002980232,Australia,SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of males employed)"
13612,,,,,,,,,,,,,,,,0.899999976158142,0.899999976158142,0.800000011920929,0.800000011920929,0.899999976158142,1.0,1.10000002384186,1.0,0.899999976158142,0.899999976158142,0.899999976158142,0.699999988079071,0.800000011920929,0.800000011920929,0.400000005960464,0.5,0.400000005960464,0.400000005960464,0.300000011920929,0.300000011920929,0.300000011920929,Australia,SL.FAM.WORK.ZS,"Contributing family workers, total (% of total employed)"
13613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.1,1.9,1.8,0.8,Australia,IC.REG.COST.PC.ZS,Cost of business start-up procedures (% of GNI per capita)
13614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.0,930.0,930.0,Australia,IC.EXP.COST.CD,Cost to export (US$ per container)
13615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,1120.0,1120.0,Australia,IC.IMP.COST.CD,Cost to import (US$ per container)
13616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,Australia,IC.CRD.INFO.XQ,Credit depth of information index (0=low to 6=high)
13617,35.53,43.45,42.09,45.58,44.5,40.47,56.42,54.23,46.41,57.71,45.01,67.42,66.82,65.52,65.21,58.04,64.25,65.58,66.42,62.68,75.19,77.17,60.8,81.08,97.39,95.56,103.8,112.6,107.86,116.39,81.13,109.87,100.98,116.89,82.13,83.39,Australia,AG.PRD.CROP.XD,Crop production index (2004-2006 = 100)
13628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.248418592014989,-6.062985608758806,-7.514509430540131,Australia,BN.CAB.XOKA.GD.ZS,Current account balance (% of GDP)
13629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43342943309.5636,-45318593059.6827,-64163007801.9241,Australia,BN.CAB.XOKA.CD,"Current account balance (BoP, current US$)"
13630,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.590796251919241,2.489922988694085,2.631834570398432,2.938077233000682,2.8605011651422294,2.6827638862378316,2.4213540030026888,2.034108425971992,2.15437115188622,Australia,GC.TAX.IMPT.ZS,Customs and other import duties (% of tax revenue)
13631,,,,,,,,,,,,,,,,,,,,,,,,,,,,3611000000.0,3799000000.0,4606000000.0,5214000000.0,5573000000.0,5622000000.0,5548000000.0,4988000000.0,5644000000.0,Australia,GC.TAX.IMPT.CN,Customs and other import duties (current LCU)
13632,0.856,0.7805,0.6785,0.7323,0.7933,0.8718,0.8866,0.8803,0.8975,0.8613,0.9063,1.0685,1.1042,1.3037,1.4296,1.5112,1.3744,1.2281,1.2995,1.2741,1.3003,1.4232,1.4455,1.3468,1.318,1.2778,1.4743,1.5958,1.5923,1.8634,1.9112,1.717,1.4058,1.3302,1.3356,1.2737,Australia,PA.NUS.ATLS,DEC alternative conversion factor (LCU per US$)
13633,8.3,8.3,8.4,7.8,8.0,7.6,7.5,7.3,7.3,7.3,7.5,7.3,7.1,6.6,7.3,7.5,7.2,7.3,7.0,6.9,7.1,6.9,7.1,6.9,7.0,7.0,6.8,6.8,6.7,6.6,6.8,6.6,6.5,6.4,6.4,6.7,Australia,SP.DYN.CDRT.IN,"Death rate, crude (per 1,000 people)"
13645,6.28628314132735,6.91491145546008,10.0580530261238,11.3153096543892,10.8438384187897,11.3153096543892,10.7128741866787,10.3723671831901,10.7914527259453,13.0440375182542,15.5061650815217,13.2715862771739,12.8739923007246,14.4694010416666,16.7492753623188,15.3702785326087,13.8000339673913,18.9486243206521,16.3466485507246,11.4144701086956,7.35800498188404,5.95384397644926,5.93874547101448,7.38316915760868,6.90001698369564,5.21401721014492,4.4792232789855,4.19235167572463,5.06806499094202,3.86018455615941,3.70416666666666,3.50833333333333,3.85,3.89166666666667,4.0625,4.52916666666667,Australia,FR.INR.DPST,Deposit interest rate (%)
13647,,,,,,,,,,,,,,,,,,,,,10.0,12.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,12.0,11.0,10.0,10.0,9.0,8.0,7.0,Australia,SN.ITK.DFCT,Depth of the food deficit (kilocalories per person per day)
13656,53958000000.0,50102000000.0,59271000000.0,44775000000.0,46311000000.0,43168000000.0,38342000000.0,37956000000.0,40977000000.0,41678000000.0,36007000000.0,26147000000.0,29868000000.0,36653000000.0,32564000000.0,30039000000.0,35073000000.0,36015000000.0,37324000000.0,36989000000.0,28001000000.0,28588000000.0,32775000000.0,27745000000.0,23976000000.0,19804000000.0,18137000000.0,20882000000.0,15710000000.0,11463000000.0,17358000000.0,13763000000.0,9933000000.0,7288000000.0,10212000000.0,8223000000.0,Australia,NY.GDP.DISC.KN,Discrepancy in expenditure estimate of GDP (constant LCU)
13657,144000000.0,35000000.0,1303000000.0,1143000000.0,339000000.0,121000000.0,102000000.0,-237000000.0,-201000000.0,-165000000.0,348000000.0,-802000000.0,346000000.0,950000000.0,-611000000.0,-2810000000.0,-700000000.0,3001000000.0,3372000000.0,2571000000.0,-1979000000.0,-1742000000.0,640000000.0,-3000000.0,0.0,-3000000.0,-2000000.0,-1000000.0,0.0,-4000000.0,1000000.0,-2000000.0,0.0,1000000.0,0.0,-2000000.0,Australia,NY.GDP.DISC.CN,Discrepancy in expenditure estimate of GDP (current LCU)
13658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,Australia,IC.EXP.DOCS,Documents to export (number)
13659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,Australia,IC.IMP.DOCS,Documents to import (number)
13660,42.03654409951821,45.22845565389841,43.25972249963071,45.528290119104675,45.71847517787378,42.84212932111544,43.39428848449826,44.20031164648371,43.44561004100954,42.588468931592175,38.45207210246627,41.20624997503975,42.050869334914815,49.54292222357882,53.0170577197042,54.61938805230918,56.822553196639426,70.17136566644655,70.25427368797472,70.70702136578527,74.62827275397137,75.13809381288185,77.41485233670723,80.26968562444961,83.29561510576725,83.32231674928371,87.88814523568436,91.2721090850935,93.36397185266888,92.20695672385985,99.23022007145377,103.73885578539077,107.99558553709474,113.27792897979106,118.04523234527282,146.27774705842097,Australia,FS.AST.DOMS.GD.ZS,Domestic credit provided by financial sector (% of GDP)
13661,24.672219478245253,28.371210600281067,27.858314418727943,27.34562095540239,27.86238102668123,27.390436382918992,28.056557962389906,28.660163752147984,27.846597368245074,27.926301763690425,27.045347283427628,28.78974434788118,30.303228764162682,37.04186757864775,40.28538685901981,42.723654792590246,46.56311323622896,59.05653943579641,60.562799019414015,60.18822464466859,61.885875340341855,63.31433166136999,66.76400744023384,69.7630557628014,71.45448813675885,75.28667715325138,79.14061794481314,84.22406336263506,87.73881168171148,88.58950595411883,91.53085439307004,99.36322759048424,102.86236599632824,108.75413162622709,113.74636897574403,120.67447205073859,Australia,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP)
13662,24.22500112253603,28.128086729572377,27.63929157209364,27.122422336707046,27.714632067885304,26.888341287417987,27.82366103308736,28.490178240506758,27.651407639668022,27.692696470650013,26.877775566485656,28.59808445706924,30.232497216582622,36.95673046285872,40.26285026580149,42.723305999588426,46.56311323622896,59.05653943579641,60.562799019414015,60.18822464466859,61.885875340341855,63.31433166136999,66.76400744023384,69.7630557628014,71.45448813675885,75.28667715325138,79.14061794481314,84.22406336263506,87.73881168171148,88.58950595411883,91.53085439307004,99.36322759048424,102.86236599632824,108.75413162622709,113.74636897574403,120.67447205073859,Australia,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP)
13666,3880.928891249905,4230.34379671151,4578.882168622022,4781.616641474124,4901.589111380318,5251.19785794814,5416.283604958908,5665.97767672592,5915.26000544514,6153.346285254907,6391.290025036236,6366.126618517796,6699.562532166752,7007.615179591318,7309.094541277531,7525.685721136997,7800.534714073142,8129.103625463888,8527.22808539065,8522.159222402222,8550.328665332952,8701.76034414445,8812.48949873985,8994.355909694556,9108.295560045874,9291.083868877247,9783.442894554006,10036.457782944099,10193.912180859395,10636.377685056406,10813.122729169423,10434.874393075786,10554.815823206176,10458.450193186498,10490.436227829876,10972.843726593559,Australia,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita)
13667,51139000000.0,56602000000.0,62836000000.0,66431000000.0,68784000000.0,74525000000.0,77767000000.0,82236000000.0,86907000000.0,91851000000.0,97007000000.0,97841000000.0,104138000000.0,110426000000.0,117080000000.0,122397000000.0,128960000000.0,136686000000.0,145518000000.0,147297000000.0,149588000000.0,153734000000.0,157347000000.0,162546000000.0,166782000000.0,172043000000.0,183058000000.0,189950000000.0,195244000000.0,206484000000.0,212493000000.0,207606000000.0,212441000000.0,213298000000.0,217130000000.0,228538000000.0,Australia,EG.USE.ELEC.KH,Electric power consumption (kWh)
13668,8.486407714588994,12.727639688873019,10.317084033734178,10.28690251294527,10.533825531469263,10.2864693830543,10.027507751124787,10.008494864468299,9.624713862696096,10.952175954915466,8.025820539587983,8.014822256129344,7.327091404792653,8.804947350827344,7.42019876529424,7.810801152650107,7.230248600806977,7.548170408343645,6.1580042388535645,6.0823069453672,6.25730553146563,6.074640397951432,6.051361197351183,6.141604698938109,6.1012551121139476,5.967173971379909,6.3127182479655835,6.893486620143695,7.137956009606221,8.093550041245848,6.6242116651567,6.5410874022667365,7.554788881483514,6.723101245034968,6.745700953052087,6.016182535044325,Australia,EG.ELC.LOSS.ZS,Electric power transmission and distribution losses (% of output)
13669,4717000000.0,8198000000.0,7181000000.0,7569000000.0,8047000000.0,8485000000.0,8603000000.0,9072000000.0,9166000000.0,11194000000.0,8380000000.0,8457000000.0,8170000000.0,10536000000.0,9303000000.0,10273000000.0,9999000000.0,11102000000.0,9501000000.0,9521000000.0,9957000000.0,9916000000.0,10116000000.0,10613000000.0,10816000000.0,10896000000.0,12311000000.0,14037000000.0,14980000000.0,18151000000.0,15062000000.0,14515000000.0,17343000000.0,15352000000.0,15699000000.0,14618000000.0,Australia,EG.ELC.LOSS.KH,Electric power transmission and distribution losses (kWh)
13670,55583000000.0,64411000000.0,69603000000.0,73579000000.0,76392000000.0,82487000000.0,85794000000.0,90643000000.0,95234000000.0,102208000000.0,104413000000.0,105517000000.0,111504000000.0,119660000000.0,125374000000.0,131523000000.0,138294000000.0,147082000000.0,154287000000.0,156536000000.0,159126000000.0,163236000000.0,167169000000.0,172805000000.0,177275000000.0,182599000000.0,195019000000.0,203627000000.0,209864000000.0,224265000000.0,227378000000.0,221905000000.0,229563000000.0,228347000000.0,232726000000.0,242978000000.0,Australia,EG.ELC.PROD.KH,Electricity production (kWh)
13671,71.9266682258964,74.88317212898417,67.78299785928768,68.82262602101143,68.36448842810765,72.42959496647957,70.74853719374316,69.80682457553259,73.25324988974526,71.13826706324357,71.06777891641846,73.13323919368443,73.20813603099441,74.68995487213772,74.06400051047267,76.54022490362902,76.72277900704296,77.28002066874261,78.73508461503562,80.35084581182603,81.13821751316567,80.43568820603298,81.12030340553572,80.16145366164173,82.16781836130306,82.96376212356037,84.00002051082203,82.74884961228128,83.02757976594366,83.288966178405,77.10860329495378,77.62285662783623,77.7877968139465,79.52808664006972,79.62195887008757,77.05388965256114,Australia,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total)
13672,39979000000.0,48233000000.0,47179000000.0,50639000000.0,52225000000.0,59745000000.0,60698000000.0,63275000000.0,69762000000.0,72709000000.0,74204000000.0,77168000000.0,81630000000.0,89374000000.0,92857000000.0,100668000000.0,106103000000.0,113665000000.0,121478000000.0,125778000000.0,129112000000.0,131300000000.0,135608000000.0,138523000000.0,145663000000.0,151491000000.0,163816000000.0,168499000000.0,174245000000.0,186788000000.0,175328000000.0,172249000000.0,178572000000.0,181600000000.0,185301000000.0,187224000000.0,Australia,EG.ELC.COAL.KH,Electricity production from coal sources (kWh)
13673,20.821114369501466,17.71591808852525,18.964699797422526,19.956781146794604,19.72065137710755,15.938269060579243,16.180618691283772,16.95552883289388,13.589684356427325,13.771916092673763,13.021367071150145,11.497673360690694,10.839073037738556,11.417349155941835,11.566991561248743,10.338115766824053,10.338843333767192,9.827851130661807,9.169923583970133,10.106940256554402,9.645815265889922,10.131956186135412,9.783512493345057,9.19244234831168,8.69158087716824,9.04276584209114,7.887949379291248,7.957196246077386,7.795524720771548,7.385459166610929,6.9826456385402285,7.333768955183524,7.017681420786451,6.704270255356978,6.843240548971751,5.901357324531439,Australia,EG.ELC.HYRO.ZS,Electricity production from hydroelectric sources (% of total)
13674,11573000000.0,11411000000.0,13200000000.0,14684000000.0,15065000000.0,13147000000.0,13882000000.0,15369000000.0,12942000000.0,14076000000.0,13596000000.0,12132000000.0,12086000000.0,13662000000.0,14502000000.0,13597000000.0,14298000000.0,14455000000.0,14148000000.0,15821000000.0,15349000000.0,16539000000.0,16355000000.0,15885000000.0,15408000000.0,16512000000.0,15383000000.0,16203000000.0,16360000000.0,16563000000.0,15877000000.0,16274000000.0,16110000000.0,15309000000.0,15926000000.0,14339000000.0,Australia,EG.ELC.HYRO.KH,Electricity production from hydroelectric sources (kWh)
13675,3.4812802475577067,4.271009610159755,5.21816588365444,4.001141630084671,4.653628652214891,5.002000315201183,6.388558640464368,6.876427302715046,7.3251149799441375,9.302598622417033,9.741124189516631,9.473355004406873,10.574508537810303,9.61139896373057,10.994305039322349,10.636162496293423,10.642544145082217,10.285419017962768,9.306681703578395,6.881484131445801,7.310558928144991,7.532039501090446,7.297405619462939,8.62995862388241,7.020166408122972,6.25742747769703,6.632174300965548,7.857995256031862,7.740727328174437,7.701157113236573,13.954736166207812,13.238097384015681,13.468633882637882,10.424047611748787,9.765131528063044,13.107771073924388,Australia,EG.ELC.NGAS.ZS,Electricity production from natural gas sources (% of total)
13676,1935000000.0,2751000000.0,3632000000.0,2944000000.0,3555000000.0,4126000000.0,5481000000.0,6233000000.0,6976000000.0,9508000000.0,10171000000.0,9996000000.0,11791000000.0,11501000000.0,13784000000.0,13989000000.0,14718000000.0,15128000000.0,14359000000.0,10772000000.0,11633000000.0,12295000000.0,12199000000.0,14913000000.0,12445000000.0,11426000000.0,12934000000.0,16001000000.0,16245000000.0,17271000000.0,31730000000.0,29376000000.0,30919000000.0,23803000000.0,22726000000.0,31849000000.0,Australia,EG.ELC.NGAS.KH,Electricity production from natural gas sources (kWh)
