"","X","X2008..YR2008.","X2012..YR2012."
"682",266622,0.686,0.746
"683",266681,0.048145678,0.093849774
"684",266816,0.0884059023448131,0.0643108713633549
"685",267093,0.0649652193997331,0.0573115985613039
"686",267416,0.906093083333298,0.906093083333298
"687",267959,0.978039850693581,0.982199253467907
"688",268018,0.085938754,0.16769377
"689",268153,0.0130751627789411,0.0109978948452435
"690",268430,0.01,0.01
"691",269296,0.99694444444444,0.99694444444444
"692",269355,0.681291130604256,0.845996126297968
"693",269490,0.00919999999999993,0.00839999999999921
"694",270090,0.97693303269039,0.990464467710403
"695",270692,0.795019202764705,0.971496013823526
"696",270827,0.0057,0.00529999999999999
"697",271427,0.964869236401195,0.959221639907242
"698",271970,0.990585287425469,0.991990762209707
"699",272029,0.801230220319821,0.978956953493043
"700",272164,0.0077,0.00729999999999998
"701",273307,0.986764705882347,0.993823529411736
"702",273366,0.389530276894571,0.587651384472855
"703",273501,0.012078921062746,0.00938731502684666
"704",273778,0.00758525710541165,0.00899070054845202
"705",274644,0.873408977556503,0.867044887782518
"706",274703,0.0993958780200709,0.173564164222964
"707",274838,0.0458783566578175,0.0413953364337382
"708",275115,0.002,0.002
"709",275981,0.867006461138609,0.918799623161887
"710",276040,0.0720000000060134,0.088000000030067
"711",276175,0.0202,0.0178000000000001
"712",276775,0.9409598,0.9409598
"713",277377,0.245871699458403,0.45890850225462
"714",277512,0.0166,0.0142
"715",277789,0.00595297394728411,0.00581767333834814
"716",278655,0.894999697120737,0.954998485603687
"717",278714,0.242563279,0.382598603
"718",278849,0.0238204904066626,0.0218800472411416
"719",279126,0.0041764705882336,0.00488235294116801
"720",280051,0.289475701004815,0.353805073024073
"721",280786,0.8281151375,0.7807636875
"722",281329,0.81823149547624,0.763157477381199
"723",281388,0.21176,0.21176
"724",281523,0.0250580556555815,0.0227436497972066
"725",282666,0.542823770135685,0.514118850678422
"726",282725,0.0501,0.0501
"727",282860,0.0690607892083455,0.0604935303454122
"728",283137,0,0
"729",283460,0.906085519975743,0.712953624773098
"730",284003,0.601,0.637000000000001
"731",284062,0.055800866,0.08420433
"732",284197,0.166525000000015,0.166525000000015
"733",284474,0.132899265832455,0.13358983568304
"734",285340,0.797294117647097,0.798470588235486
"735",285399,0.118273954848128,0.160900663966881
"736",285534,0.097028464605669,0.104934637144206
"737",285811,0.215611111111111,0.215611111111111
